,movieId,timestamp,zeroEtoile,uneEtoile,deuxEtoile,toisEtoile,quatreEtoile,cingEtoile
2294,82167,2014,2.0,1.0,5.0,14.0,25.0,5.0
2295,82169,2014,,,9.0,10.0,31.0,3.0
2296,82173,2014,,1.0,2.0,4.0,5.0,1.0
2297,82202,2014,,2.0,11.0,14.0,31.0,
2298,82209,2014,,,1.0,,2.0,
2299,82242,2014,,,1.0,3.0,11.0,2.0
2300,82244,2014,,,2.0,1.0,,
2301,82324,2014,,,,1.0,,
2302,82360,2014,,,,,1.0,
2303,82366,2014,1.0,,,,1.0,
2304,82378,2014,1.0,,5.0,6.0,6.0,
2305,82447,2014,,,3.0,1.0,6.0,2.0
2306,82459,2014,3.0,1.0,29.0,48.0,288.0,34.0
2307,82461,2014,2.0,5.0,42.0,35.0,102.0,13.0
2308,82463,2014,,,2.0,,17.0,3.0
2309,82499,2014,,,6.0,9.0,2.0,
2310,82527,2014,,,1.0,3.0,7.0,
2311,82534,2014,,,1.0,4.0,4.0,2.0
2312,82667,2014,2.0,,7.0,3.0,26.0,4.0
2313,82703,2014,,,,1.0,1.0,
2314,82744,2014,,,3.0,3.0,10.0,1.0
2315,82765,2014,,,,1.0,2.0,
2316,82767,2014,,,,2.0,13.0,
2317,82852,2014,4.0,2.0,13.0,4.0,8.0,2.0
2318,82854,2014,,1.0,10.0,3.0,6.0,
2319,82926,2014,,,,2.0,3.0,
2320,82928,2014,,,1.0,,,
2321,82931,2014,,,1.0,3.0,1.0,1.0
2322,83004,2014,,,,1.0,3.0,
2323,83086,2014,,,5.0,6.0,11.0,1.0
2324,83132,2014,1.0,,9.0,7.0,82.0,17.0
2325,83134,2014,2.0,2.0,8.0,16.0,99.0,21.0
2326,83177,2014,1.0,1.0,1.0,3.0,1.0,
2327,83180,2014,,,2.0,2.0,1.0,2.0
2328,83264,2014,1.0,,,,2.0,1.0
2329,83270,2014,,,1.0,5.0,12.0,
2330,83293,2014,,,2.0,2.0,6.0,
2331,83302,2014,1.0,,4.0,2.0,8.0,1.0
2332,83332,2014,,,,1.0,,
2333,83369,2014,,,2.0,10.0,19.0,1.0
2334,83374,2014,,,5.0,2.0,5.0,1.0
2335,83450,2014,,,1.0,,1.0,
2336,83506,2014,,,,1.0,5.0,1.0
2337,83525,2014,,,1.0,,8.0,
2338,83619,2014,,,1.0,,,
2339,83803,2014,1.0,,3.0,9.0,12.0,3.0
2340,83827,2014,,,,2.0,7.0,2.0
2341,83842,2014,1.0,,,,,
2342,83912,2014,,,1.0,3.0,,
2343,83976,2014,,,4.0,5.0,19.0,3.0
2344,84019,2014,,,,1.0,1.0,
2345,84116,2014,1.0,,,,3.0,3.0
2346,84128,2014,,,,1.0,2.0,
2347,84137,2014,,,,,1.0,
2348,84156,2014,1.0,,2.0,2.0,7.0,
2349,84160,2014,,,,1.0,,
2350,84189,2014,,1.0,3.0,3.0,2.0,
2351,84234,2014,,,,,2.0,
2352,84240,2014,,,1.0,,5.0,
2353,84242,2014,,,,,5.0,
2354,84407,2014,,,,2.0,3.0,
2355,84444,2014,,,,,2.0,
2356,84506,2014,,,,,1.0,
2357,84525,2014,,,1.0,,,
2358,84532,2014,1.0,,,,,
2359,84570,2014,,,1.0,1.0,1.0,
2360,84696,2014,1.0,1.0,2.0,5.0,1.0,
2361,84732,2014,,1.0,3.0,3.0,,
2362,84775,2014,1.0,,1.0,1.0,4.0,1.0
2363,84880,2014,,,1.0,2.0,1.0,1.0
2364,84952,2014,1.0,,,5.0,9.0,
2365,84957,2014,,,1.0,,,
2366,84980,2014,1.0,,2.0,1.0,7.0,
2367,85007,2014,,,,3.0,10.0,
2368,85129,2014,,,1.0,,,
2369,85190,2014,,,,,,1.0
2370,85211,2014,,,,1.0,3.0,
2371,85295,2014,1.0,,,,1.0,
2372,85342,2014,2.0,,3.0,11.0,70.0,21.0
2373,85365,2014,,,,,1.0,
2374,85372,2014,,,,1.0,3.0,
2375,85394,2014,,,2.0,5.0,12.0,3.0
2376,85401,2014,,1.0,8.0,6.0,22.0,4.0
2377,85412,2014,2.0,1.0,3.0,5.0,25.0,2.0
2378,85527,2014,,,1.0,,,
2379,85540,2014,,,1.0,,1.0,
2380,85555,2014,,,,1.0,,
2381,85574,2014,,,1.0,,,
2382,85763,2014,,,,1.0,6.0,
2383,85774,2014,4.0,1.0,6.0,12.0,122.0,35.0
2384,85780,2014,,,1.0,4.0,10.0,2.0
2385,85783,2014,,,,,1.0,
2386,85788,2014,3.0,1.0,11.0,19.0,49.0,7.0
2387,85790,2014,,1.0,1.0,,4.0,1.0
2388,85885,2014,1.0,,2.0,3.0,4.0,
2389,86000,2014,,,,,8.0,1.0
2390,86028,2014,,,1.0,1.0,2.0,
2391,86096,2014,,,,,1.0,
2392,86137,2014,,,1.0,,,
2393,86142,2014,1.0,,7.0,2.0,30.0,3.0
2394,86233,2014,1.0,1.0,,,,
2395,86244,2014,,,1.0,1.0,3.0,
2396,86279,2014,1.0,,1.0,,3.0,
2397,86345,2014,11.0,5.0,7.0,12.0,123.0,81.0
2398,86432,2014,,,,1.0,,
2399,86546,2014,,,,1.0,1.0,
2400,86576,2014,,,,1.0,1.0,
2401,86578,2014,,,,,6.0,2.0
2402,86606,2014,,,,,1.0,
2403,86626,2014,,,1.0,,1.0,
2404,86642,2014,,,,,2.0,
2405,86723,2014,,,1.0,,6.0,
2406,86725,2014,,1.0,1.0,2.0,1.0,
2407,86762,2014,,,,,2.0,
2408,86781,2014,3.0,,7.0,5.0,75.0,20.0
2409,86807,2014,,,,,1.0,
2410,86876,2014,,,2.0,,,
2411,86892,2014,2.0,1.0,6.0,3.0,27.0,9.0
2412,86922,2014,,,1.0,2.0,2.0,1.0
2413,86985,2014,,,,,1.0,
2414,87000,2014,1.0,,,,,
2415,87079,2014,,,1.0,2.0,6.0,
2416,87096,2014,,,1.0,,,
2417,87100,2014,,,,1.0,,
2418,87105,2014,,,1.0,,,
2419,87194,2014,1.0,,1.0,5.0,17.0,1.0
2420,87197,2014,1.0,,1.0,2.0,1.0,1.0
2421,87234,2014,,,2.0,11.0,55.0,9.0
2422,87279,2014,,,,,1.0,
2423,87298,2014,,,7.0,6.0,11.0,1.0
2424,87304,2014,1.0,,4.0,7.0,40.0,3.0
2425,87314,2014,,,,1.0,,
2426,87320,2014,,,,1.0,,
2427,87405,2014,1.0,,1.0,4.0,5.0,
2428,87444,2014,,,,,1.0,
2429,87499,2014,1.0,,,,,
2430,87549,2014,,,,1.0,1.0,
2431,87589,2014,,,,1.0,1.0,
2432,87785,2014,1.0,,1.0,3.0,7.0,
2433,87921,2014,,2.0,4.0,4.0,3.0,
2434,87964,2014,,,,1.0,,
2435,87990,2014,,,,2.0,,
2436,88094,2014,,,,,3.0,
2437,88118,2014,,1.0,,4.0,10.0,
2438,88131,2014,,,,,3.0,
2439,88339,2014,,,,1.0,1.0,1.0
2440,88380,2014,,,1.0,,1.0,
2441,88468,2014,,,5.0,,1.0,
2442,88495,2014,,,1.0,1.0,1.0,
2443,88566,2014,,,1.0,1.0,1.0,
2444,88568,2014,,,,,1.0,
2445,88572,2014,1.0,,1.0,,,
2446,88593,2014,,1.0,,1.0,6.0,1.0
2447,88699,2014,,,2.0,3.0,1.0,
2448,88734,2014,,,,,1.0,
2449,88877,2014,,,,1.0,,
2450,88911,2014,1.0,,,1.0,5.0,
2451,88950,2014,,,3.0,2.0,3.0,1.0
2452,88977,2014,,,1.0,,2.0,
2453,89000,2014,,,,,1.0,
2454,89028,2014,,,3.0,6.0,4.0,
2455,89047,2014,1.0,1.0,3.0,1.0,11.0,4.0
2456,89072,2014,,1.0,4.0,3.0,9.0,
2457,89102,2014,,,2.0,,4.0,
2458,89137,2014,1.0,1.0,,,,
2459,89145,2014,,,,,1.0,
2460,89164,2014,,,1.0,,,
2461,89217,2014,,1.0,1.0,,1.0,1.0
2462,89281,2014,2.0,1.0,1.0,,1.0,
2463,89377,2014,,1.0,2.0,1.0,,
2464,89449,2014,,,1.0,1.0,,
2465,89501,2014,,,,,1.0,
2466,89523,2014,,,,2.0,4.0,2.0
2467,89580,2014,,,1.0,,,
2468,89582,2014,,,1.0,,,
2469,89584,2014,,,1.0,,1.0,
2470,89629,2014,1.0,,1.0,2.0,8.0,2.0
2471,89720,2014,,1.0,,1.0,,
2472,89780,2014,,,1.0,5.0,16.0,4.0
2473,89983,2014,,,1.0,,,
2474,90061,2014,,,,1.0,1.0,
2475,90066,2014,,1.0,,,,
2476,90133,2014,,,,1.0,,
2477,90310,2014,,,1.0,,,
2478,90350,2014,,,,1.0,1.0,1.0
2479,90378,2014,,,,3.0,5.0,
2480,90413,2014,,,,,1.0,
2481,90421,2014,,1.0,1.0,,,
2482,90561,2014,,,1.0,,1.0,
2483,90564,2014,,,1.0,,,
2484,90649,2014,,,,1.0,1.0,
2485,90899,2014,,,1.0,1.0,8.0,
2486,90965,2014,,,,,2.0,
2487,91046,2014,,,1.0,,,
2488,91048,2014,,,1.0,,,
2489,91211,2014,,,,,,1.0
2490,91216,2014,,,,,1.0,
2491,91243,2014,,,,1.0,,
2492,91273,2014,,,1.0,1.0,5.0,1.0
2493,91290,2014,,,1.0,2.0,7.0,
2494,91302,2014,,,,,2.0,
2495,91490,2014,2.0,1.0,2.0,3.0,,
2496,91505,2014,,,1.0,1.0,7.0,1.0
2497,91681,2014,,,2.0,5.0,6.0,1.0
2498,91745,2014,,,,,1.0,
2499,91823,2014,,,,1.0,4.0,
2500,91888,2014,,,1.0,2.0,1.0,
2501,91929,2014,1.0,,,,1.0,
2502,91983,2014,,,1.0,,,
2503,92006,2014,,,,,1.0,
2504,92048,2014,,1.0,1.0,3.0,10.0,1.0
2505,92096,2014,1.0,,1.0,1.0,,
2506,92210,2014,1.0,,3.0,1.0,7.0,3.0
2507,92252,2014,,,,1.0,1.0,
2508,92357,2014,,1.0,,,,
2509,92371,2014,,,1.0,,,
2510,92393,2014,,,4.0,3.0,2.0,
2511,92437,2014,,,,1.0,1.0,
2512,92481,2014,,,,1.0,,
2513,92652,2014,,,,,2.0,
2514,92674,2014,,1.0,,,,
2515,92829,2014,,1.0,2.0,2.0,,
2516,92923,2014,,,1.0,,,
2517,93008,2014,1.0,,,,2.0,
2518,93022,2014,,,,,3.0,
2519,93134,2014,,,,1.0,3.0,
2520,93193,2014,,,1.0,,,
2521,93212,2014,,,1.0,2.0,4.0,
2522,93376,2014,,,,,1.0,
2523,93479,2014,,,,1.0,,
2524,93504,2014,,,,,1.0,
2525,93570,2014,,,1.0,,4.0,
2526,93610,2014,,,2.0,3.0,2.0,
2527,93750,2014,,,,,4.0,
2528,93892,2014,,,2.0,3.0,11.0,
2529,93952,2014,,,,,1.0,
2530,94022,2014,,,,,3.0,
2531,94074,2014,,,1.0,,2.0,
2532,94133,2014,,,,1.0,,
2533,94160,2014,1.0,,,1.0,1.0,
2534,94190,2014,,,,,,1.0
2535,94280,2014,,,,1.0,1.0,1.0
2536,94491,2014,,,,1.0,,
2537,94539,2014,,,,1.0,,
2538,94558,2014,2.0,2.0,3.0,,6.0,1.0
2539,94675,2014,,,,,1.0,
2540,94893,2014,,,1.0,,1.0,
2541,94919,2014,,,1.0,,,
2542,94939,2014,1.0,,1.0,,7.0,1.0
2543,95002,2014,,,1.0,,1.0,
2544,95026,2014,,,,,1.0,
2545,95223,2014,,,2.0,1.0,2.0,
2546,95491,2014,,,,,2.0,
2547,95732,2014,,,1.0,,,
2548,95814,2014,,,1.0,,,
2549,95941,2014,,,1.0,,,
2550,96071,2014,,,,,1.0,
2551,96195,2014,,,,1.0,,
2552,96197,2014,,,,,2.0,
2553,96214,2014,,1.0,1.0,1.0,,1.0
2554,96501,2014,,,2.0,1.0,6.0,
2555,96817,2014,,,,1.0,1.0,
2556,97216,2014,,,2.0,,1.0,
2557,97220,2014,,,1.0,,1.0,
2558,97595,2014,,,1.0,,,
2559,98140,2014,,,1.0,,,
2560,98151,2014,,,,,1.0,
2561,98167,2014,,,,1.0,,
2562,98378,2014,,,,1.0,1.0,
2563,98402,2014,1.0,,1.0,,2.0,
2564,98445,2014,,,,1.0,,
2565,98621,2014,,,,,1.0,
2566,98626,2014,,,,,1.0,
2567,98908,2014,,,,1.0,1.0,
2568,98927,2014,,,,,1.0,
2569,99045,2014,,,1.0,1.0,2.0,
2570,99214,2014,,1.0,1.0,2.0,2.0,
2571,99355,2014,,,,,1.0,
2572,99371,2014,1.0,,2.0,,1.0,
2573,99373,2014,,,,2.0,2.0,
2574,99387,2014,,,1.0,,3.0,
2575,99615,2014,,,2.0,,,
2576,99754,2014,,,,,1.0,
2577,99766,2014,,,1.0,,,
2578,99800,2014,,,,1.0,,
2579,99871,2014,,,,1.0,6.0,
2580,100056,2014,,,,,1.0,
2581,100075,2014,,,1.0,1.0,,
2582,100101,2014,,,,,1.0,
2583,100169,2014,,1.0,1.0,5.0,3.0,1.0
2584,100173,2014,1.0,,,,,
2585,100180,2014,1.0,,1.0,,,
2586,100198,2014,1.0,,,,,
2587,100238,2014,,,,,,1.0
2588,100336,2014,,,,,1.0,
2589,100361,2014,,,,,1.0,
2590,100426,2014,,,1.0,1.0,2.0,1.0
2591,100496,2014,1.0,,,,,
2592,100884,2014,,,,,1.0,
2593,101158,2014,,,,,2.0,
2594,101160,2014,,,,1.0,1.0,
2595,101210,2014,1.0,1.0,1.0,,4.0,
2596,101258,2014,,,1.0,,,
2597,101260,2014,,,2.0,,1.0,
2598,101352,2014,,,1.0,,,
2599,101583,2014,,,,1.0,,
2600,101857,2014,,,,,,1.0
2601,101971,2014,1.0,,1.0,,1.0,2.0
2602,102060,2014,,,3.0,3.0,3.0,1.0
2603,102171,2014,,,1.0,,1.0,
2604,102275,2014,,,,,,1.0
2605,102596,2014,,,,,2.0,
2606,102953,2014,,,,,1.0,
2607,103164,2014,,,,,1.0,
2608,103166,2014,,,,,,1.0
2609,103382,2014,,,1.0,,,
2610,103388,2014,,,,,1.0,
2611,103418,2014,,,,1.0,,
2612,103534,2014,,,,,1.0,
2613,103784,2014,,,,1.0,1.0,
2614,104319,2014,,,,1.0,4.0,
2615,104419,2014,2.0,,2.0,3.0,12.0,1.0
2616,104772,2014,,,1.0,,,
2617,104807,2014,,,1.0,,5.0,
2618,105204,2014,,,1.0,,,
2619,105269,2014,,,,,1.0,
2620,105715,2014,,,1.0,,1.0,
2621,105972,2014,,,,2.0,1.0,
2622,106214,2014,,,,1.0,1.0,
2623,106254,2014,,,,1.0,4.0,
2624,106272,2014,,,,,1.0,
2625,106646,2014,,,,1.0,2.0,
2626,106762,2014,1.0,,1.0,2.0,7.0,2.0
2627,107630,2014,,,,1.0,1.0,
2628,107653,2014,,,,,5.0,2.0
2629,107698,2014,,,,1.0,,
2630,107848,2014,,,,1.0,,
2631,107919,2014,,,,1.0,1.0,
2632,108100,2014,,,,,1.0,
2633,108285,2014,2.0,,,,5.0,1.0
2634,108447,2014,,,1.0,1.0,,
2635,108577,2014,,,1.0,,,
2636,108595,2014,,1.0,,,,
2637,108694,2014,,,1.0,,,
2638,109151,2014,,,1.0,1.0,3.0,
2639,109201,2014,1.0,,,,1.0,
2640,109325,2014,,,,1.0,,
2641,109370,2014,,,,,2.0,
2642,109434,2014,,,1.0,,,
2643,109556,2014,1.0,,1.0,2.0,1.0,
2644,109571,2014,,,,,,1.0
2645,109573,2014,,,,,2.0,
2646,109653,2014,,,,,1.0,
2647,109665,2014,,,,,1.0,
2648,109731,2014,,,1.0,3.0,2.0,
2649,109771,2014,,,1.0,,,
2650,109810,2014,,,,1.0,,
2651,109943,2014,,,1.0,,,
2652,110123,2014,,,1.0,,1.0,
2653,110200,2014,,,1.0,,1.0,
2654,110233,2014,,,1.0,,,
2655,110293,2014,,,,,1.0,
2656,110366,2014,,,,1.0,,
2657,110412,2014,,,,,2.0,
2658,110445,2014,,,3.0,3.0,21.0,2.0
2659,110551,2014,,,,,1.0,
2660,110607,2014,1.0,,1.0,1.0,1.0,
2661,110970,2014,,,,,1.0,
2662,111124,2014,,,,,1.0,
2663,112185,2014,,,,1.0,1.0,
2664,112273,2014,,,,1.0,,
2665,112320,2014,,,1.0,1.0,,
2666,112506,2014,,,,,1.0,
2667,112512,2014,,,2.0,,4.0,1.0
2668,112589,2014,,,,,1.0,
2669,112893,2014,,,,1.0,,
2670,113205,2014,,,1.0,1.0,,
2671,113430,2014,,,,,2.0,
2672,113843,2014,,,,,2.0,
2673,113855,2014,,,,,1.0,
2674,113860,2014,,,,,,1.0
2675,114793,2014,1.0,,,,3.0,1.0
2676,114891,2014,,,,,1.0,
2677,115624,2014,,,,1.0,,
2678,116008,2014,,,,1.0,,
2679,116169,2014,,,,,1.0,
2680,116463,2014,,,1.0,,,
2681,117182,2014,,,,1.0,,
2682,117420,2014,,,,,1.0,
2683,117472,2014,,,1.0,,,
2684,117574,2014,,,,,1.0,
2685,117586,2014,,,1.0,,,
2686,117843,2014,,,,,1.0,
2687,117855,2014,,,1.0,,,
2688,118236,2014,,,,,1.0,
2689,118254,2014,,,,,1.0,
2690,118258,2014,,,,,1.0,
2691,118266,2014,,,1.0,,,
2692,118462,2014,,,,,1.0,
2693,119167,2014,,,1.0,,,
2694,119214,2014,1.0,,,,,
2695,119691,2014,1.0,,,,,
2696,73268,2015,4.0,5.0,48.0,62.0,106.0,10.0
2697,73319,2015,9.0,3.0,31.0,32.0,55.0,17.0
2698,73321,2015,22.0,22.0,186.0,165.0,562.0,135.0
2699,73744,2015,,,,1.0,,
2700,73929,2015,10.0,9.0,63.0,34.0,31.0,2.0
2701,74115,2015,,,,1.0,,
2702,74131,2015,,,2.0,6.0,9.0,1.0
2703,74154,2015,3.0,7.0,38.0,36.0,39.0,8.0
2704,74156,2015,1.0,,23.0,37.0,46.0,
2705,74324,2015,6.0,6.0,6.0,31.0,149.0,28.0
2706,74450,2015,19.0,14.0,65.0,36.0,55.0,15.0
2707,74452,2015,5.0,5.0,35.0,27.0,17.0,3.0
2708,74458,2015,21.0,24.0,244.0,347.0,2344.0,764.0
2709,74530,2015,16.0,15.0,96.0,72.0,109.0,13.0
2710,74532,2015,6.0,7.0,41.0,25.0,25.0,1.0
2711,74545,2015,4.0,3.0,33.0,61.0,214.0,24.0
2712,74580,2015,2.0,3.0,22.0,17.0,24.0,2.0
2713,74595,2015,,,,1.0,,
2714,74685,2015,6.0,6.0,30.0,35.0,75.0,6.0
2715,74688,2015,7.0,5.0,44.0,39.0,60.0,13.0
2716,74698,2015,11.0,8.0,30.0,16.0,15.0,2.0
2717,74787,2015,1.0,1.0,7.0,10.0,34.0,7.0
2718,74789,2015,35.0,57.0,306.0,231.0,422.0,79.0
2719,74795,2015,3.0,3.0,46.0,77.0,134.0,8.0
2720,74851,2015,7.0,11.0,31.0,45.0,89.0,20.0
2721,74916,2015,,2.0,16.0,9.0,37.0,4.0
2722,74944,2015,,,17.0,14.0,13.0,1.0
2723,74946,2015,5.0,8.0,45.0,51.0,90.0,13.0
2724,75341,2015,5.0,2.0,19.0,21.0,78.0,12.0
2725,75395,2015,4.0,3.0,19.0,18.0,37.0,4.0
2726,75438,2015,,1.0,8.0,,6.0,1.0
2727,75803,2015,,,,1.0,1.0,1.0
2728,75805,2015,8.0,17.0,69.0,42.0,65.0,11.0
2729,75985,2015,7.0,7.0,44.0,44.0,105.0,12.0
2730,76077,2015,17.0,21.0,136.0,123.0,194.0,16.0
2731,76093,2015,44.0,35.0,191.0,323.0,1835.0,693.0
2732,76175,2015,22.0,23.0,147.0,95.0,114.0,12.0
2733,76251,2015,37.0,29.0,236.0,289.0,1129.0,191.0
2734,76293,2015,6.0,8.0,86.0,125.0,135.0,11.0
2735,76738,2015,,,,1.0,8.0,1.0
2736,76753,2015,1.0,1.0,1.0,2.0,3.0,
2737,76755,2015,,1.0,7.0,4.0,7.0,1.0
2738,76763,2015,1.0,1.0,16.0,19.0,23.0,3.0
2739,77191,2015,2.0,,15.0,14.0,27.0,4.0
2740,77206,2015,2.0,2.0,9.0,14.0,21.0,2.0
2741,77300,2015,,,1.0,,1.0,
2742,77349,2015,,,2.0,,1.0,
2743,77364,2015,,2.0,27.0,29.0,46.0,3.0
2744,77414,2015,2.0,2.0,15.0,16.0,27.0,10.0
2745,77421,2015,1.0,3.0,9.0,12.0,19.0,
2746,77455,2015,13.0,4.0,44.0,76.0,438.0,113.0
2747,77561,2015,37.0,34.0,294.0,372.0,1089.0,299.0
2748,77629,2015,1.0,,1.0,3.0,10.0,
2749,77665,2015,1.0,1.0,1.0,6.0,1.0,
2750,77667,2015,8.0,5.0,32.0,17.0,25.0,4.0
2751,77672,2015,1.0,,1.0,,2.0,
2752,77798,2015,6.0,7.0,36.0,17.0,19.0,4.0
2753,77800,2015,4.0,4.0,23.0,19.0,137.0,29.0
2754,77818,2015,,,,1.0,5.0,
2755,77820,2015,3.0,3.0,,3.0,1.0,1.0
2756,77833,2015,,,1.0,4.0,9.0,1.0
2757,77837,2015,,1.0,4.0,3.0,33.0,3.0
2758,77866,2015,9.0,14.0,111.0,109.0,185.0,22.0
2759,78022,2015,1.0,,1.0,1.0,3.0,
2760,78034,2015,,,4.0,6.0,9.0,
2761,78039,2015,4.0,7.0,36.0,44.0,167.0,29.0
2762,78041,2015,8.0,7.0,32.0,17.0,37.0,5.0
2763,78088,2015,3.0,1.0,39.0,40.0,101.0,10.0
2764,78105,2015,16.0,25.0,126.0,126.0,233.0,35.0
2765,78116,2015,,,1.0,4.0,7.0,
2766,78128,2015,1.0,,1.0,1.0,6.0,2.0
2767,78174,2015,32.0,16.0,32.0,7.0,18.0,7.0
2768,78209,2015,12.0,22.0,98.0,86.0,154.0,22.0
2769,78218,2015,5.0,4.0,16.0,14.0,58.0,8.0
2770,78247,2015,1.0,,1.0,1.0,2.0,
2771,78251,2015,1.0,,3.0,,6.0,
2772,78264,2015,2.0,2.0,22.0,19.0,21.0,4.0
2773,78290,2015,,,,1.0,1.0,
2774,78316,2015,4.0,4.0,31.0,26.0,69.0,21.0
2775,78321,2015,3.0,2.0,2.0,1.0,4.0,
2776,78467,2015,11.0,5.0,32.0,14.0,16.0,1.0
2777,78469,2015,12.0,23.0,130.0,119.0,233.0,38.0
2778,78499,2015,57.0,55.0,220.0,339.0,1729.0,651.0
2779,78517,2015,1.0,,,2.0,5.0,
2780,78574,2015,4.0,4.0,44.0,65.0,223.0,35.0
2781,78633,2015,,,,1.0,,1.0
2782,78637,2015,13.0,16.0,87.0,82.0,143.0,23.0
2783,78679,2015,1.0,2.0,7.0,13.0,15.0,3.0
2784,78759,2015,,,,2.0,1.0,1.0
2785,78772,2015,130.0,65.0,132.0,70.0,78.0,25.0
2786,78873,2015,,,,,1.0,
2787,78893,2015,62.0,28.0,62.0,27.0,28.0,3.0
2788,78976,2015,,,,,,1.0
2789,79057,2015,7.0,7.0,72.0,71.0,105.0,24.0
2790,79091,2015,25.0,27.0,163.0,255.0,1189.0,401.0
2791,79132,2015,65.0,67.0,468.0,640.0,5186.0,3078.0
2792,79134,2015,35.0,21.0,91.0,64.0,87.0,18.0
2793,79139,2015,13.0,12.0,68.0,78.0,123.0,23.0
2794,79185,2015,7.0,10.0,96.0,78.0,169.0,23.0
2795,79224,2015,17.0,13.0,64.0,61.0,122.0,8.0
2796,79242,2015,3.0,7.0,34.0,66.0,153.0,11.0
2797,79251,2015,10.0,6.0,16.0,11.0,18.0,8.0
2798,79274,2015,7.0,1.0,14.0,13.0,71.0,21.0
2799,79293,2015,12.0,25.0,194.0,164.0,354.0,63.0
2800,79344,2015,2.0,,,,,
2801,79428,2015,16.0,10.0,71.0,52.0,65.0,10.0
2802,79430,2015,,,,1.0,1.0,
2803,79463,2015,1.0,1.0,10.0,7.0,14.0,1.0
2804,79515,2015,,,1.0,,,
2805,79553,2015,3.0,1.0,9.0,35.0,160.0,37.0
2806,79572,2015,2.0,,3.0,5.0,9.0,1.0
2807,79588,2015,,,7.0,11.0,33.0,6.0
2808,79592,2015,7.0,11.0,89.0,78.0,207.0,43.0
2809,79599,2015,,1.0,9.0,2.0,3.0,1.0
2810,79677,2015,,,1.0,,3.0,2.0
2811,79695,2015,21.0,35.0,183.0,171.0,234.0,43.0
2812,79702,2015,26.0,26.0,151.0,171.0,822.0,223.0
2813,79720,2015,1.0,,13.0,11.0,60.0,7.0
2814,79769,2015,,,2.0,1.0,10.0,1.0
2815,79796,2015,1.0,5.0,34.0,11.0,39.0,5.0
2816,79824,2015,,,2.0,5.0,8.0,3.0
2817,79842,2015,,,,,,1.0
2818,79860,2015,,,11.0,11.0,19.0,3.0
2819,79870,2015,,,,1.0,2.0,
2820,79879,2015,17.0,7.0,37.0,32.0,22.0,4.0
2821,79895,2015,1.0,,9.0,8.0,17.0,
2822,79974,2015,1.0,,1.0,1.0,,
2823,79987,2015,,,1.0,3.0,8.0,
2824,80026,2015,2.0,3.0,12.0,6.0,4.0,
2825,80054,2015,,,,1.0,1.0,1.0
2826,80094,2015,3.0,2.0,19.0,14.0,25.0,2.0
2827,80126,2015,5.0,6.0,34.0,30.0,75.0,10.0
2828,80137,2015,,,,,2.0,
2829,80166,2015,8.0,2.0,36.0,45.0,69.0,15.0
2830,80185,2015,2.0,,2.0,3.0,32.0,1.0
2831,80204,2015,,,,1.0,,
2832,80219,2015,18.0,15.0,125.0,112.0,222.0,28.0
2833,80222,2015,5.0,4.0,9.0,9.0,28.0,9.0
2834,80241,2015,1.0,,15.0,24.0,26.0,2.0
2835,80324,2015,1.0,,,1.0,1.0,
2836,80350,2015,16.0,6.0,23.0,6.0,6.0,1.0
2837,80363,2015,13.0,15.0,67.0,51.0,117.0,30.0
2838,80376,2015,,,,1.0,,
2839,80398,2015,1.0,,9.0,16.0,22.0,7.0
2840,80454,2015,,,1.0,3.0,1.0,
2841,80463,2015,20.0,36.0,211.0,398.0,1605.0,331.0
2842,80469,2015,1.0,1.0,5.0,8.0,20.0,4.0
2843,80489,2015,5.0,4.0,67.0,116.0,483.0,72.0
2844,80549,2015,10.0,13.0,110.0,151.0,518.0,123.0
2845,80551,2015,8.0,10.0,73.0,28.0,53.0,16.0
2846,80553,2015,2.0,2.0,4.0,4.0,12.0,2.0
2847,80557,2015,,,,,1.0,
2848,80572,2015,2.0,,6.0,6.0,11.0,1.0
2849,80586,2015,,,8.0,10.0,85.0,16.0
2850,80588,2015,,,,2.0,6.0,3.0
2851,80590,2015,1.0,1.0,46.0,42.0,61.0,8.0
2852,80615,2015,7.0,6.0,41.0,33.0,74.0,16.0
2853,80617,2015,4.0,2.0,6.0,2.0,5.0,
2854,80655,2015,,,,1.0,1.0,
2855,80693,2015,1.0,3.0,33.0,55.0,202.0,35.0
2856,80775,2015,1.0,1.0,14.0,9.0,11.0,4.0
2857,80779,2015,,,1.0,,4.0,
2858,80820,2015,,,,1.0,1.0,1.0
2859,80831,2015,3.0,2.0,19.0,28.0,109.0,15.0
2860,80834,2015,,,1.0,2.0,13.0,2.0
2861,80839,2015,,2.0,7.0,12.0,44.0,12.0
2862,80846,2015,9.0,14.0,49.0,43.0,78.0,10.0
2863,80858,2015,1.0,2.0,21.0,13.0,19.0,3.0
2864,80860,2015,6.0,2.0,20.0,35.0,95.0,16.0
2865,80862,2015,1.0,,13.0,28.0,49.0,4.0
2866,80864,2015,1.0,2.0,19.0,27.0,31.0,3.0
2867,80880,2015,2.0,4.0,13.0,9.0,7.0,1.0
2868,80906,2015,9.0,3.0,31.0,48.0,397.0,115.0
2869,80917,2015,2.0,7.0,23.0,36.0,75.0,6.0
2870,80928,2015,,1.0,,4.0,3.0,1.0
2871,80939,2015,,,1.0,5.0,15.0,3.0
2872,80941,2015,,,1.0,2.0,3.0,3.0
2873,80969,2015,4.0,3.0,47.0,57.0,184.0,43.0
